0x00,sys_restart_syscall,,,,,,
0x71,sys_vm86old,struct vm86_struct __user *,struct pt_regs *,,,,
0x72,sys_wait4,pid_t pid,int __user *stat_addr,int options,struct rusage __user *ru,,
0x73,sys_swapoff,const char __user *specialfile,,,,,
0x74,sys_sysinfo,struct sysinfo __user *info,,,,,
0x75,sys_ipc,,,,,,
0x76,sys_fsync,unsigned int fd,,,,,
0x77,sys_sigreturn,struct pt_regs *regs,,,,,
0x78,sys_clone,unsigned long,unsigned long,unsigned long,unsigned long,struct pt_regs *,
0x79,sys_setdomainname,char __user *name,int len,,,,
0x7a,sys_newuname,struct new_utsname __user *name,,,,,
0x7b,sys_modify_ldt,int,void __user *,unsigned long,,,
0x7c,sys_adjtimex,struct timex __user *txc_p,,,,,
0x7d,sys_mprotect,unsigned long start,size_t len,unsigned long prot,,,
0x7e,sys_sigprocmask,int how,old_sigset_t __user *set,old_sigset_t __user *oset,,,
0x7f,not implemented,,,,,,
0x80,sys_init_module,void __user *umod,unsigned long len,const char __user *uargs,,,
0x81,sys_delete_module,const char __user *name_user,unsigned int flags,,,,
0x82,not implemented,,,,,,
0x83,sys_quotactl,unsigned int cmd,const char __user *special,qid_t id,void __user *addr,,
0x84,sys_getpgid,pid_t pid,,,,,
0x85,sys_fchdir,unsigned int fd,,,,,
0x86,sys_bdflush,int func,long data,,,,
0x87,sys_sysfs,int option,unsigned long arg1,unsigned long arg2,,,
0x88,sys_personality,unsigned int personality,,,,,
0x89,not implemented,,,,,,
0x8a,sys_setfsuid16,old_uid_t uid,,,,,
0x8b,sys_setfsgid16,old_gid_t gid,,,,,
0x8c,sys_llseek,unsigned int fd,unsigned long offset_high,unsigned long offset_low,loff_t __user *result,unsigned int origin,
0x8d,sys_getdents,unsigned int fd,struct linux_dirent __user *dirent,unsigned int count,,,
0x8e,sys_select,int n,fd_set __user *inp,fd_set __user *outp,fd_set __user *exp,struct timeval __user *tvp,
0x8f,sys_flock,unsigned int fd,unsigned int cmd,,,,
0x90,sys_msync,unsigned long start,size_t len,int flags,,,
0x91,sys_readv,unsigned long fd,const struct iovec __user *vec,unsigned long vlen,,,
0x92,sys_writev,unsigned long fd,const struct iovec __user *vec,unsigned long vlen,,,
0x93,sys_getsid,pid_t pid,,,,,
0x94,sys_fdatasync,unsigned int fd,,,,,
0x95,sys_sysctl,struct __sysctl_args __user *args,,,,,
0x96,sys_mlock,unsigned long start,size_t len,,,,
0x97,sys_munlock,unsigned long start,size_t len,,,,
0x98,sys_mlockall,int flags,,,,,
0x99,sys_munlockall,,,,,,
0x9a,sys_sched_setparam,pid_t pid,struct sched_param __user *param,,,,
0x9b,sys_sched_getparam,pid_t pid,struct sched_param __user *param,,,,
0x9c,sys_sched_setscheduler,pid_t pid,int policy,struct sched_param __user *param,,,
0x9d,sys_sched_getscheduler,pid_t pid,,,,,
0x9e,sys_sched_yield,,,,,,
0x9f,sys_sched_get_priority_max,int policy,,,,,
0xa0,sys_sched_get_priority_min,int policy,,,,,
0xa1,sys_sched_rr_get_interval,pid_t pid,struct timespec __user *interval,,,,
0xa2,sys_nanosleep,struct timespec __user *rqtp,struct timespec __user *rmtp,,,,
0xa3,sys_mremap,unsigned long addr,unsigned long old_len,unsigned long new_len,unsigned long flags,unsigned long new_addr,
0xa4,sys_setresuid16,old_uid_t ruid,old_uid_t euid,old_uid_t suid,,,
0xa5,sys_getresuid16,old_uid_t __user *ruid,old_uid_t __user *euid,old_uid_t __user *suid,,,
0xa6,sys_vm86,unsigned long,unsigned long,struct pt_regs *,,,
0xa7,not implemented,,,,,,
0xa8,sys_poll,struct pollfd __user *ufds,unsigned int nfds,long timeout,,,
0xa9,sys_nfsservctl,int cmd,struct nfsctl_arg __user *arg,void __user *res,,,
0xaa,sys_setresgid16,old_gid_t rgid,old_gid_t egid,old_gid_t sgid,,,
0xab,sys_getresgid16,old_gid_t __user *rgid,old_gid_t __user *egid,old_gid_t __user *sgid,,,
0xac,sys_prctl,int option,unsigned long arg2,unsigned long arg3,unsigned long arg4,unsigned long arg5,
0xad,sys_rt_sigreturn,struct pt_regs *,,,,,
0xae,sys_rt_sigaction,int sig,const struct sigaction __user *act,struct sigaction __user *oact,size_t sigsetsize,,
0xaf,sys_rt_sigprocmask,int how,sigset_t __user *set,sigset_t __user *oset,size_t sigsetsize,,
0xb0,sys_rt_sigpending,sigset_t __user *set,size_t sigsetsize,,,,
0xb1,sys_rt_sigtimedwait,const sigset_t __user *uthese,siginfo_t __user *uinfo,const struct timespec __user *uts,size_t sigsetsize,,
0xb2,sys_rt_sigqueueinfo,int pid,int sig,siginfo_t __user *uinfo,,,
0xb3,sys_rt_sigsuspend,sigset_t __user *unewset,size_t sigsetsize,,,,
0xb4,sys_pread64,unsigned int fd,char __user *buf,size_t count,loff_t pos,,
0xb5,sys_pwrite64,unsigned int fd,const char __user *buf,size_t count,loff_t pos,,
0xb6,sys_chown16,const char __user *filename,old_uid_t user,old_gid_t group,,,
0xb7,sys_getcwd,char __user *buf,unsigned long size,,,,
0xb8,sys_capget,cap_user_header_t header,cap_user_data_t dataptr,,,,
0xb9,sys_capset,cap_user_header_t header,const cap_user_data_t data,,,,
0xba,sys_sigaltstack,const stack_t __user *,stack_t __user *,struct pt_regs *,,,
0xbb,sys_sendfile,int out_fd,int in_fd,off_t __user *offset,size_t count,,
0xbc,not implemented,,,,,,
0xbd,not implemented,,,,,,
0xbe,sys_vfork,struct pt_regs *,,,,,
0xbf,sys_getrlimit,unsigned int resource,struct rlimit __user *rlim,,,,
0xc0,sys_mmap_pgoff,,,,,,
0xc1,sys_truncate64,const char __user *path,loff_t length,,,,
0xc2,sys_ftruncate64,unsigned int fd,loff_t length,,,,
0xc3,sys_stat64,char __user *filename,struct stat64 __user *statbuf,,,,
0xc4,sys_lstat64,char __user *filename,struct stat64 __user *statbuf,,,,
0xc5,sys_fstat64,unsigned long fd,struct stat64 __user *statbuf,,,,
0xc6,sys_lchown,const char __user *filename,uid_t user,gid_t group,,,
0xc7,sys_getuid,,,,,,
0xc8,sys_getgid,,,,,,
0xc9,sys_geteuid,,,,,,
0xca,sys_getegid,,,,,,
0xcb,sys_setreuid,uid_t ruid,uid_t euid,,,,
0xcc,sys_setregid,gid_t rgid,gid_t egid,,,,
0xcd,sys_getgroups,int gidsetsize,gid_t __user *grouplist,,,,
0xce,sys_setgroups,int gidsetsize,gid_t __user *grouplist,,,,
0xcf,sys_fchown,unsigned int fd,uid_t user,gid_t group,,,
0xd0,sys_setresuid,uid_t ruid,uid_t euid,uid_t suid,,,
0xd1,sys_getresuid,uid_t __user *ruid,uid_t __user *euid,uid_t __user *suid,,,
0xd2,sys_setresgid,gid_t rgid,gid_t egid,gid_t sgid,,,
0xd3,sys_getresgid,gid_t __user *rgid,gid_t __user *egid,gid_t __user *sgid,,,
0xd4,sys_chown,const char __user *filename,uid_t user,gid_t group,,,
0xd5,sys_setuid,uid_t uid,,,,,
0xd6,sys_setgid,gid_t gid,,,,,
0xd7,sys_setfsuid,uid_t uid,,,,,
0xd8,sys_setfsgid,gid_t gid,,,,,
0xd9,sys_pivot_root,const char __user *new_root,const char __user *put_old,,,,
0xda,sys_mincore,unsigned long start,size_t len,unsigned char __user * vec,,,
0xdb,sys_madvise,unsigned long start,size_t len,int behavior,,,
0xdc,sys_getdents64,unsigned int fd,struct linux_dirent64 __user *dirent,unsigned int count,,,
0xdd,sys_fcntl64,unsigned int fd,unsigned int cmd,unsigned long arg,,,
0xde,not implemented,,,,,,
0xdf,not implemented,,,,,,
0xe0,sys_gettid,,,,,,
0xe1,sys_readahead,int fd,loff_t offset,size_t count,,,
0xe2,sys_setxattr,const char __user *path,const char __user *name,const void __user *value,size_t size,int flags,
0xe3,sys_lsetxattr,const char __user *path,const char __user *name,const void __user *value,size_t size,int flags,
0xe4,sys_fsetxattr,int fd,const char __user *name,const void __user *value,size_t size,int flags,
0xe5,sys_getxattr,const char __user *path,const char __user *name,void __user *value,size_t size,,
0xe6,sys_lgetxattr,const char __user *path,const char __user *name,void __user *value,size_t size,,
0xe7,sys_fgetxattr,int fd,const char __user *name,void __user *value,size_t size,,
0xe8,sys_listxattr,const char __user *path,char __user *list,size_t size,,,
0xe9,sys_llistxattr,const char __user *path,char __user *list,size_t size,,,
0xea,sys_flistxattr,int fd,char __user *list,size_t size,,,
0xeb,sys_removexattr,const char __user *path,const char __user *name,,,,
0xec,sys_lremovexattr,const char __user *path,const char __user *name,,,,
0xed,sys_fremovexattr,int fd,const char __user *name,,,,
0xee,sys_tkill,int pid,int sig,,,,
0xef,sys_sendfile64,int out_fd,int in_fd,loff_t __user *offset,size_t count,,
0xf0,sys_futex,,,,,,
0xf1,sys_sched_setaffinity,pid_t pid,unsigned int len,unsigned long __user *user_mask_ptr,,,
0xf2,sys_sched_getaffinity,pid_t pid,unsigned int len,unsigned long __user *user_mask_ptr,,,
0xf3,sys_set_thread_area,struct user_desc __user *,,,,,
0xf4,sys_get_thread_area,struct user_desc __user *,,,,,
0xf5,sys_io_setup,unsigned nr_reqs,aio_context_t __user *ctx,,,,
0xf6,sys_io_destroy,aio_context_t ctx,,,,,
0xf7,sys_io_getevents,aio_context_t ctx_id,long min_nr,long nr,struct io_event __user *events,struct timespec __user *timeout,
0xf8,sys_io_submit,aio_context_t,long,struct iocb user * \ user *,,,
0xf9,sys_io_cancel,aio_context_t ctx_id,struct iocb __user *iocb,struct io_event __user *result,,,
0xfa,sys_fadvise64,int fd,loff_t offset,size_t len,int advice,,
0xfb,not implemented,,,,,,
0xfc,sys_exit_group,int error_code,,,,,
0xfd,sys_lookup_dcookie,u64 cookie64,char __user *buf,size_t len,,,
0xfe,sys_epoll_create,int size,,,,,
0xff,sys_epoll_ctl,int epfd,int op,int fd,struct epoll_event __user *event,,
0x100,sys_epoll_wait,int epfd,struct epoll_event __user *events,int maxevents,int timeout,,
0x101,sys_remap_file_pages,unsigned long start,unsigned long size,unsigned long prot,unsigned long pgoff,unsigned long flags,
0x102,sys_set_tid_address,int __user *tidptr,,,,,
0x103,sys_timer_create,clockid_t which_clock,struct sigevent __user *timer_event_spec,timer_t __user * created_timer_id,,,
0x104,sys_timer_settime,timer_t timer_id,int flags,const struct itimerspec __user *new_setting,struct itimerspec __user *old_setting,,
0x105,sys_timer_gettime,timer_t timer_id,struct itimerspec __user *setting,,,,
0x106,sys_timer_getoverrun,timer_t timer_id,,,,,
0x107,sys_timer_delete,timer_t timer_id,,,,,
0x108,sys_clock_settime,clockid_t which_clock,const struct timespec __user *tp,,,,
0x109,sys_clock_gettime,clockid_t which_clock,struct timespec __user *tp,,,,
0x10a,sys_clock_getres,clockid_t which_clock,struct timespec __user *tp,,,,
0x10b,sys_clock_nanosleep,clockid_t which_clock,int flags,const struct timespec __user *rqtp,struct timespec __user *rmtp,,
0x10c,sys_statfs64,const char __user *path,size_t sz,struct statfs64 __user *buf,,,
0x10d,sys_fstatfs64,unsigned int fd,size_t sz,struct statfs64 __user *buf,,,
0x10e,sys_tgkill,int tgid,int pid,int sig,,,
0x10f,sys_utimes,char __user *filename,struct timeval __user *utimes,,,,
0x110,sys_fadvise64_64,int fd,loff_t offset,loff_t len,int advice,,
0x111,not implemented,,,,,,
0x112,sys_mbind,,,,,,
0x113,sys_get_mempolicy,int __user *policy,unsigned long __user *nmask,unsigned long maxnode,unsigned long addr,unsigned long flags,
0x114,sys_set_mempolicy,int mode,unsigned long __user *nmask,unsigned long maxnode,,,
0x115,sys_mq_open,const char __user *name,int oflag,mode_t mode,struct mq_attr __user *attr,,
0x116,sys_mq_unlink,const char __user *name,,,,,
0x117,sys_mq_timedsend,mqd_t mqdes,const char __user *msg_ptr,size_t msg_len,unsigned int msg_prio,const struct timespec __user *abs_timeout,
0x118,sys_mq_timedreceive,mqd_t mqdes,char __user *msg_ptr,size_t msg_len,unsigned int __user *msg_prio,const struct timespec __user *abs_timeout,
0x119,sys_mq_notify,mqd_t mqdes,const struct sigevent __user *notification,,,,
0x11a,sys_mq_getsetattr,mqd_t mqdes,const struct mq_attr __user *mqstat,struct mq_attr __user *omqstat,,,
0x11b,sys_kexec_load,unsigned long entry,unsigned long nr_segments,struct kexec_segment __user *segments,unsigned long flags,,
0x11c,sys_waitid,int which,pid_t pid,struct siginfo __user *infop,int options,struct rusage __user *ru,
0x11d,not implemented,,,,,,
0x11e,sys_add_key,const char __user *_type,const char __user *_description,const void __user *_payload,size_t plen,key_serial_t destringid,
0x11f,sys_request_key,const char __user *_type,const char __user *_description,const char __user *_callout_info,key_serial_t destringid,,
0x120,sys_keyctl,int cmd,unsigned long arg2,unsigned long arg3,unsigned long arg4,unsigned long arg5,
0x121,sys_ioprio_set,int which,int who,int ioprio,,,
0x122,sys_ioprio_get,int which,int who,,,,
0x123,sys_inotify_init,,,,,,
0x124,sys_inotify_add_watch,int fd,const char __user *path,u32 mask,,,
0x125,sys_inotify_rm_watch,int fd,__s32 wd,,,,
0x126,sys_migrate_pages,pid_t pid,unsigned long maxnode,const unsigned long __user *from,const unsigned long __user *to,,
0x127,sys_openat,int dfd,const char __user *filename,int flags,int mode,,
0x128,sys_mkdirat,int dfd,const char __user * pathname,int mode,,,
0x129,sys_mknodat,int dfd,const char __user * filename,int mode,unsigned dev,,
0x12a,sys_fchownat,int dfd,const char __user *filename,uid_t user,gid_t group,int flag,
0x12b,sys_futimesat,int dfd,char __user *filename,struct timeval __user *utimes,,,
0x12c,sys_fstatat64,int dfd,char __user *filename,struct stat64 __user *statbuf,int flag,,
0x12d,sys_unlinkat,int dfd,const char __user * pathname,int flag,,,
0x12e,sys_renameat,int olddfd,const char __user * oldname,int newdfd,const char __user * newname,,
0x12f,sys_linkat,int olddfd,const char __user *oldname,int newdfd,const char __user *newname,int flags,
0x130,sys_symlinkat,const char __user * oldname,int newdfd,const char __user * newname,,,
0x131,sys_readlinkat,int dfd,const char __user *path,char __user *buf,int bufsiz,,
0x132,sys_fchmodat,int dfd,const char __user * filename,mode_t mode,,,
0x133,sys_faccessat,int dfd,const char __user *filename,int mode,,,
0x134,sys_pselect6,,,,,,
0x135,sys_ppoll,struct pollfd __user *ufds,unsigned int nfds,struct timespec __user *tsp,const sigset_t __user *sigmask,size_t sigsetsize,
0x136,sys_unshare,unsigned long unshare_flags,,,,,
0x137,sys_set_robust_list,struct robust_list_head __user *head,size_t len,,,,
0x138,sys_get_robust_list,int pid,struct robust_list_head user * \ user *head_ptr,size_t __user *len_ptr,,,
0x139,sys_splice,,,,,,
0x13a,sys_sync_file_range,int fd,loff_t offset,loff_t nbytes,unsigned int flags,,
0x13b,sys_tee,int fdin,int fdout,size_t len,unsigned int flags,,
0x13c,sys_vmsplice,int fd,const struct iovec __user *iov,unsigned long nr_segs,unsigned int flags,,
0x13d,sys_move_pages,,,,,,
0x13e,sys_getcpu,unsigned __user *cpu,unsigned __user *node,struct getcpu_cache __user *cache,,,
0x13f,sys_epoll_pwait,,,,,,
0x140,sys_utimensat,int dfd,char __user *filename,struct timespec __user *utimes,int flags,,
0x141,sys_signalfd,int ufd,sigset_t __user *user_mask,size_t sizemask,,,
0x142,sys_timerfd_create,int clockid,int flags,,,,
0x143,sys_eventfd,unsigned int count,,,,,
0x144,sys_fallocate,int fd,int mode,loff_t offset,loff_t len,,
0x145,sys_timerfd_settime,int ufd,int flags,const struct itimerspec __user *utmr,struct itimerspec __user *otmr,,
0x146,sys_timerfd_gettime,int ufd,struct itimerspec __user *otmr,,,,
0x147,sys_signalfd4,int ufd,sigset_t __user *user_mask,size_t sizemask,int flags,,
0x148,sys_eventfd2,unsigned int count,int flags,,,,
0x149,sys_epoll_create1,int flags,,,,,
0x14a,sys_dup3,unsigned int oldfd,unsigned int newfd,int flags,,,
0x14b,sys_pipe2,int __user *fildes,int flags,,,,
0x14c,sys_inotify_init1,int flags,,,,,
0x14d,sys_preadv,unsigned long fd,const struct iovec __user *vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,
0x14e,sys_pwritev,unsigned long fd,const struct iovec __user *vec,unsigned long vlen,unsigned long pos_l,unsigned long pos_h,
0x14f,sys_rt_tgsigqueueinfo,pid_t tgid,pid_t pid,int sig,siginfo_t __user *uinfo,,
0x150,sys_perf_event_open,struct perf_event_attr __user *attr_uptr,pid_t pid,int cpu,int group_fd,unsigned long flags,
0x151,sys_recvmmsg,int fd,struct mmsghdr __user *msg,unsigned int vlen,unsigned flags,struct timespec __user *timeout,
